"BottleState","Barcode","iWine","Vintage","Wine","Locale","Country","Region","SubRegion","Appellation","Producer","SortProducer","Type","Varietal","MasterVarietal","Designation","Vineyard","Quantity","BottleSize","Location","Bin","Store","PurchaseDate","DeliveryDate","BottleCost","BottleCostCurrency","BottleNote","PurchaseNote","ConsumptionDate","ConsumptionType","ShortType","ConsumptionNote","ConsumptionRevenue","ConsumptionRevenueCurrency","BeginConsume","EndConsume"
"1","0169017279","3572699","2018","Christophe Cordier Pouilly-Fuissé Vieilles Vignes","France, Burgundy, Mâconnais, Pouilly-Fuissé","France","Burgundy","Mâconnais","Pouilly-Fuissé","Christophe Cordier","Cordier, Christophe ","White","Chardonnay","Chardonnay","Vieilles Vignes","Unknown","1","750ml","Wine rack Left","","Systembolaget","2022-11-10","2022-11-10","0","SEK","","","","","","","","","2019","2028"
"1","0169017726","4179949","2020","Christophe Cordier Pouilly-Fuissé Vieilles Vignes","France, Burgundy, Mâconnais, Pouilly-Fuissé","France","Burgundy","Mâconnais","Pouilly-Fuissé","Christophe Cordier","Cordier, Christophe ","White","Chardonnay","Chardonnay","Vieilles Vignes","Unknown","1","750ml","Wine rack Left","","Systembolaget","2022-11-10","2022-11-10","0","SEK","","","","","","","","","",""
"1","0169017725","4179949","2020","Christophe Cordier Pouilly-Fuissé Vieilles Vignes","France, Burgundy, Mâconnais, Pouilly-Fuissé","France","Burgundy","Mâconnais","Pouilly-Fuissé","Christophe Cordier","Cordier, Christophe ","White","Chardonnay","Chardonnay","Vieilles Vignes","Unknown","1","750ml","Wine rack Left","","Systembolaget","2022-11-10","2022-11-10","0","SEK","","","","","","","","","",""
"1","0118044911","3273238","2015","Renato Corino Barolo Del Comune di La Morra","Italy, Piedmont, Langhe, Barolo","Italy","Piedmont","Langhe","Barolo","Renato Corino","Corino, Renato ","Red","Nebbiolo","Nebbiolo","Unknown","Del Comune di La Morra","1","750ml","Wine rack Right","","Italy","2019-09-10","2019-09-15","0","SEK","","At winery","","","","","","","2021","2030"
"1","0118045346","3404241","2018","Renato Corino Langhe Nebbiolo","Italy, Piedmont, Langhe, Langhe DOC","Italy","Piedmont","Langhe","Langhe DOC","Renato Corino","Corino, Renato ","Red","Nebbiolo","Nebbiolo","Unknown","Unknown","1","750ml","Wine rack Right","","Italy","2019-09-10","2019-09-15","0","SEK","","At winery","","","","","","","2021","2025"
"1","0169019291","3906728","2020","Crystallum Chardonnay The Agnes","South Africa, Cape South Coast, Walker Bay","South Africa","Cape South Coast","Walker Bay","Unknown","Crystallum","Crystallum","White","Chardonnay","Chardonnay","Unknown","The Agnes","1","750ml","Wine rack Left","","Systembolaget","2022-11-10","2022-11-10","0","SEK","","","","","","","","","2021","2025"
"1","0116412126","2899095","2017","Crystallum Pinot Noir Peter Max","South Africa, Western Cape","South Africa","Western Cape","Unknown","Unknown","Crystallum","Crystallum","Red","Pinot Noir","Pinot Noir","Peter Max","Unknown","1","750ml","Wine rack Right","","Systembolaget","2019-08-05","2019-08-05","0","SEK","","","","","","","","","2019","2024"
"1","0118687747","3175777","2018","Crystallum Pinot Noir Peter Max","South Africa, Western Cape","South Africa","Western Cape","Unknown","Unknown","Crystallum","Crystallum","Red","Pinot Noir","Pinot Noir","Peter Max","Unknown","1","750ml","Wine rack Right","","Systembolaget","2019-10-04","2019-12-06","259","SEK","","Tillfälligt sortiment","","","","","","","2019","2024"
"1","0169019569","3895138","2020","Crystallum Pinot Noir Peter Max","South Africa, Western Cape","South Africa","Western Cape","Unknown","Unknown","Crystallum","Crystallum","Red","Pinot Noir","Pinot Noir","Peter Max","Unknown","1","750ml","Wine rack Right","","Systembolaget","2022-11-10","2022-11-10","0","SEK","","","","","","","","","2021","2028"
"1","0116411274","3271303","2018","Domaine Delaporte Sancerre Chavignol","France, Loire Valley, Upper Loire, Sancerre","France","Loire Valley","Upper Loire","Sancerre","Domaine Delaporte","Delaporte, Domaine ","White","Sauvignon Blanc","Sauvignon Blanc","Unknown","Chavignol","1","750ml","Wine rack Left","","Caviste","2019-08-05","2019-08-05","0","SEK","","","","","","","","","2019","2023"
"1","0169017624","3947629","2020","Domaine Delaporte Sancerre Chavignol","France, Loire Valley, Upper Loire, Sancerre","France","Loire Valley","Upper Loire","Sancerre","Domaine Delaporte","Delaporte, Domaine ","White","Sauvignon Blanc","Sauvignon Blanc","Unknown","Chavignol","1","750ml","Wine rack Left","","Caviste","2022-11-10","2022-11-10","0","SEK","","","","","","","","","2021","2025"
"1","0169017625","3947629","2020","Domaine Delaporte Sancerre Chavignol","France, Loire Valley, Upper Loire, Sancerre","France","Loire Valley","Upper Loire","Sancerre","Domaine Delaporte","Delaporte, Domaine ","White","Sauvignon Blanc","Sauvignon Blanc","Unknown","Chavignol","1","750ml","Wine rack Left","","Caviste","2022-11-10","2022-11-10","0","SEK","","","","","","","","","2021","2025"
"1","0169017847","4264424","2021","Domaine Delaporte Sancerre Chavignol","France, Loire Valley, Upper Loire, Sancerre","France","Loire Valley","Upper Loire","Sancerre","Domaine Delaporte","Delaporte, Domaine ","White","Sauvignon Blanc","Sauvignon Blanc","Unknown","Chavignol","1","750ml","Wine rack Left","","Caviste","2022-11-10","2022-11-10","0","SEK","","","","","","","","","2022","2026"
"1","0116411314","2981248","2017","Domaine Delaporte Sancerre Silex","France, Loire Valley, Upper Loire, Sancerre","France","Loire Valley","Upper Loire","Sancerre","Domaine Delaporte","Delaporte, Domaine ","White","Sauvignon Blanc","Sauvignon Blanc","Silex","Unknown","1","750ml","Wine rack Left","","Caviste","2019-08-05","2019-08-05","0","SEK","","","","","","","","","2019","2024"
"1","0169017409","3843724","2019","Domaine Delaporte Sancerre Silex","France, Loire Valley, Upper Loire, Sancerre","France","Loire Valley","Upper Loire","Sancerre","Domaine Delaporte","Delaporte, Domaine ","White","Sauvignon Blanc","Sauvignon Blanc","Silex","Unknown","1","750ml","Wine rack Left","","Systembolaget","2022-11-10","2022-11-10","0","SEK","","","","","","","","","2021","2026"
"1","0169017665","3971549","2020","Domaine Delaporte Sancerre Silex","France, Loire Valley, Upper Loire, Sancerre","France","Loire Valley","Upper Loire","Sancerre","Domaine Delaporte","Delaporte, Domaine ","White","Sauvignon Blanc","Sauvignon Blanc","Silex","Unknown","1","750ml","Wine rack Left","","Caviste","2022-11-10","2022-11-10","0","SEK","","","","","","","","","2021","2027"
"1","0169017896","4303437","2021","Domaine Delaporte Sancerre Silex Rosé","France, Loire Valley, Upper Loire, Sancerre","France","Loire Valley","Upper Loire","Sancerre","Domaine Delaporte","Delaporte, Domaine ","Rosé","Pinot Noir","Pinot Noir","Silex Rosé","Unknown","1","750ml","Wine rack Left","","Caviste","2022-11-10","2022-11-10","0","SEK","","","","","","","","","2022","2025"
"1","0169017897","4303437","2021","Domaine Delaporte Sancerre Silex Rosé","France, Loire Valley, Upper Loire, Sancerre","France","Loire Valley","Upper Loire","Sancerre","Domaine Delaporte","Delaporte, Domaine ","Rosé","Pinot Noir","Pinot Noir","Silex Rosé","Unknown","1","750ml","Wine rack Left","","Caviste","2022-11-10","2022-11-10","0","SEK","","","","","","","","","2022","2025"
"1","0169019781","4121783","2021","Deregard-Massing Louis Champagne Brut","France, Champagne","France","Champagne","Unknown","Champagne","Deregard-Massing Louis","Deregard-Massing Louis","White - Sparkling","Champagne Blend","Champagne Blend","Brut","Unknown","1","750ml","Wine rack Left","","Gift","2022-11-10","2022-11-10","0","SEK","","","","","","","","","",""
"1","0116553710","2590659","2012","Tenuta di Collosorbo Brunello di Montalcino","Italy, Tuscany, Montalcino, Brunello di Montalcino","Italy","Tuscany","Montalcino","Brunello di Montalcino","Tenuta di Collosorbo","di Collosorbo, Tenuta ","Red","Sangiovese","Sangiovese","Unknown","Unknown","1","750ml","Wine rack Right","","Systembolaget","2019-08-08","2019-08-08","0","SEK","","","","","","","","","2019","2029"
"1","0093163417","2618642","2013","Diego Conterno Barolo","Italy, Piedmont, Langhe, Barolo","Italy","Piedmont","Langhe","Barolo","Diego Conterno","Diego Conterno","Red","Nebbiolo","Nebbiolo","Unknown","Unknown","1","750ml","Wine rack Right","","Systembolaget","2017-08-18","2017-08-18","269","SEK","","","","","","","","","2019","2026"
"1","0121568743","3273793","2015","Diego Conterno Barolo","Italy, Piedmont, Langhe, Barolo","Italy","Piedmont","Langhe","Barolo","Diego Conterno","Diego Conterno","Red","Nebbiolo","Nebbiolo","Unknown","Unknown","1","750ml","Wine rack Right","","Systembolaget","2019-10-18","2019-10-18","289","SEK","","Tillfälligt sortiment","","","","","","","2022","2027"
"1","0116411351","3111674","2017","Domaine R. DuBois & Fils Bourgogne Hautes-Côtes de Beaune Les Montbatois","France, Burgundy, Bourgogne Hautes-Côtes de Beaune","France","Burgundy","Unknown","Bourgogne Hautes-Côtes de Beaune","Domaine R. DuBois & Fils","DuBois & Fils, Domaine R. ","White","Chardonnay","Chardonnay","Les Montbatois","Unknown","1","750ml","Wine rack Left","","Systembolaget","2019-08-02","2019-08-02","179","SEK","","","","","","","","","2019","2024"
"1","0116411653","3164495","2016","Domaine R. DuBois & Fils Côte de Nuits Villages Les Monts de Boncourt Blanc","France, Burgundy, Côte de Nuits, Côte de Nuits Villages","France","Burgundy","Côte de Nuits","Côte de Nuits Villages","Domaine R. DuBois & Fils","DuBois & Fils, Domaine R. ","White","Chardonnay","Chardonnay","Blanc","Les Monts de Boncourt","1","750ml","Wine rack Left","","Systembolaget","2019-08-05","2019-08-05","0","SEK","","","","","","","","","2018","2025"
"1","0166128315","4224080","2020","Faiveley Bourgogne Joseph Faiveley","France, Burgundy, Bourgogne","France","Burgundy","Unknown","Bourgogne","Faiveley","Faiveley","Red","Pinot Noir","Pinot Noir","Joseph Faiveley","Unknown","1","750ml","Wine rack Right","","Eckerölinjen","2022-08-29","2022-08-29","185","SEK","","","","","","","","","2022","2026"
"1","0169078318","3958112","2019","Sandro Fay Valtellina Superiore - Valgella Costa Bassa","Italy, Lombardia, Valtellina, Valtellina Superiore - Valgella","Italy","Lombardia","Valtellina","Valtellina Superiore - Valgella","Sandro Fay","Fay, Sandro ","Red","Nebbiolo","Nebbiolo","Costa Bassa","Unknown","1","750ml","Wine rack Right","","Systembolaget","2022-11-11","2022-11-11","199","SEK","","Tillfälligt sortiment","","","","","","","2022","2027"
"1","0169573314","3958112","2019","Sandro Fay Valtellina Superiore - Valgella Costa Bassa","Italy, Lombardia, Valtellina, Valtellina Superiore - Valgella","Italy","Lombardia","Valtellina","Valtellina Superiore - Valgella","Sandro Fay","Fay, Sandro ","Red","Nebbiolo","Nebbiolo","Costa Bassa","Unknown","1","750ml","Cellar","R08C08","Systembolaget","2022-11-20","2022-11-20","199","SEK","","","","","","","","","2022","2027"
"1","0169019855","4378401","2020","Domaine Font de Courtedune Côtes du Rhône Villages Vieilles Vignes","France, Rhône, Southern Rhône, Côtes du Rhône Villages","France","Rhône","Southern Rhône","Côtes du Rhône Villages","Domaine Font de Courtedune","Font de Courtedune, Domaine ","Red","Red Rhone Blend","Red Rhone Blend","Vieilles Vignes","Unknown","1","750ml","Wine rack Right","","Systembolaget","2022-11-10","2022-11-10","149","SEK","","","","","","","","","2022","2026"
"1","0169019854","4378401","2020","Domaine Font de Courtedune Côtes du Rhône Villages Vieilles Vignes","France, Rhône, Southern Rhône, Côtes du Rhône Villages","France","Rhône","Southern Rhône","Côtes du Rhône Villages","Domaine Font de Courtedune","Font de Courtedune, Domaine ","Red","Red Rhone Blend","Red Rhone Blend","Vieilles Vignes","Unknown","1","750ml","Wine rack Right","","Systembolaget","2022-11-10","2022-11-10","149","SEK","","","","","","","","","2022","2026"
"1","0169019853","4378401","2020","Domaine Font de Courtedune Côtes du Rhône Villages Vieilles Vignes","France, Rhône, Southern Rhône, Côtes du Rhône Villages","France","Rhône","Southern Rhône","Côtes du Rhône Villages","Domaine Font de Courtedune","Font de Courtedune, Domaine ","Red","Red Rhone Blend","Red Rhone Blend","Vieilles Vignes","Unknown","1","750ml","Wine rack Right","","Systembolaget","2022-11-10","2022-11-10","149","SEK","","","","","","","","","2022","2026"
"1","0169018398","4382278","2018","Fontanafredda Alta Langa Limited Edition Metodo Classico","Italy, Piedmont, Langhe, Alta Langa","Italy","Piedmont","Langhe","Alta Langa","Fontanafredda","Fontanafredda","White - Sparkling","Champagne Blend","Champagne Blend","Limited Edition Metodo Classico","Unknown","1","750ml","Wine rack Left","","Systembolaget","2022-11-10","2022-11-10","0","SEK","","","","","","","","","2022","2026"
"1","0165935488","3780746","2019","Frank Cornelissen Susucaru Rosso","Italy, Sicily, Terre Siciliane","Italy","Sicily","Unknown","Terre Siciliane","Frank Cornelissen","Frank Cornelissen","Red","Nerello Mascalese","Nerello Mascalese","Susucaru Rosso","Unknown","1","750ml","Wine rack Right","","Systembolaget","2022-08-23","2022-08-23","0","SEK","","","","","","","","","2021","2027"
"1","0093173939","2819388","2014","Azienda Agricola G. Milazzo Sicilia Fancello","Italy, Sicily, Sicilia","Italy","Sicily","Unknown","Sicilia","Azienda Agricola G. Milazzo","G. Milazzo, Azienda Agricola ","Red","Red Blend","Red Blend","Fancello","Unknown","1","750ml","Wine rack Right","","Italy","2017-10-26","2017-10-26","0","SEK","","","","","","","","","",""
"1","0116411972","3073391","2016","Gaja Langhe Sito Moresco","Italy, Piedmont, Langhe, Langhe DOC","Italy","Piedmont","Langhe","Langhe DOC","Gaja","Gaja","Red","Red Blend","Red Blend","Sito Moresco","Unknown","1","750ml","Wine rack Right","","Systembolaget","2019-08-05","2019-08-05","0","SEK","","","","","","","","","2021","2027"
"1","0133809229","3300231","2017","Girolamo Russo Etna 'a Rina","Italy, Sicily, Etna DOC","Italy","Sicily","Unknown","Etna DOC","Girolamo Russo","Girolamo Russo","Red","Nerello Blend","Nerello Mascalese","'a Rina","Unknown","1","750ml","Wine rack Right","","Systembolaget","2020-09-01","2020-09-01","218","SEK","","","","","","","","","2020","2025"
"1","0123979905","3300231","2017","Girolamo Russo Etna 'a Rina","Italy, Sicily, Etna DOC","Italy","Sicily","Unknown","Etna DOC","Girolamo Russo","Girolamo Russo","Red","Nerello Blend","Nerello Mascalese","'a Rina","Unknown","1","750ml","Wine rack Right","","Systembolaget","2020-01-30","2020-01-30","219","SEK","","Delade en låda på 6 med Mats och Philip","","","","","","","2020","2025"
"1","0133809203","3730011","2018","Girolamo Russo Etna 'a Rina","Italy, Sicily, Etna DOC","Italy","Sicily","Unknown","Etna DOC","Girolamo Russo","Girolamo Russo","Red","Nerello Blend","Nerello Mascalese","'a Rina","Unknown","1","750ml","Wine rack Right","","Systembolaget","2020-09-15","2020-09-15","214","SEK","","Tillfälligt sortiment","","","","","","","2020","2025"
"1","0165935408","4039115","2019","Girolamo Russo Etna 'a Rina","Italy, Sicily, Etna DOC","Italy","Sicily","Unknown","Etna DOC","Girolamo Russo","Girolamo Russo","Red","Nerello Blend","Nerello Mascalese","'a Rina","Unknown","1","750ml","Wine rack Right","","Systembolaget","2022-08-23","2022-08-23","0","SEK","","","","","","","","","2021","2027"
"1","0166128797","3141179","2017","E. Guigal Châteauneuf-du-Pape","France, Rhône, Southern Rhône, Châteauneuf-du-Pape","France","Rhône","Southern Rhône","Châteauneuf-du-Pape","E. Guigal","Guigal, E. ","Red","Red Rhone Blend","Red Rhone Blend","Unknown","Unknown","1","750ml","Wine rack Right","","Eckerölinjen","2022-08-29","2022-08-29","0","SEK","","","","","","","","","2024","2033"
"1","0169019732","46449","1001","Charles Heidsieck Champagne Brut Réserve","France, Champagne","France","Champagne","Unknown","Champagne","Charles Heidsieck","Heidsieck, Charles ","White - Sparkling","Champagne Blend","Champagne Blend","Brut Réserve","Unknown","1","750ml","Wine rack Left","","Eckerölinjen","2022-11-10","2022-11-10","0","SEK","","","","","","","","","2016","2022"
"1","0169019731","46449","1001","Charles Heidsieck Champagne Brut Réserve","France, Champagne","France","Champagne","Unknown","Champagne","Charles Heidsieck","Heidsieck, Charles ","White - Sparkling","Champagne Blend","Champagne Blend","Brut Réserve","Unknown","1","750ml","Wine rack Left","","Eckerölinjen","2022-11-10","2022-11-10","0","SEK","","","","","","","","","2016","2022"
"1","0117311581","3219070","2017","Château du Hureau Saumur Argile","France, Loire Valley, Anjou-Saumur, Saumur","France","Loire Valley","Anjou-Saumur","Saumur","Château du Hureau","Hureau, Château du ","White","Chenin Blanc","Chenin Blanc","Argile","Unknown","1","750ml","Wine rack Left","","Systembolaget","2019-08-16","2019-08-20","219","SEK","","Små partier","","","","","","","2021","2028"
"1","0151847292","4110048","2015","Il Balzo Chianti Rùfina Riserva","Italy, Tuscany, Chianti, Chianti Rùfina","Italy","Tuscany","Chianti","Chianti Rùfina","Il Balzo","Il Balzo","Red","Sangiovese Blend","Sangiovese","Riserva","Unknown","1","750ml","Wine rack Left","","Systembolaget","2021-10-03","2021-10-03","12","EUR","","","","","","","","","2021","2031"
"1","0151847293","4110048","2015","Il Balzo Chianti Rùfina Riserva","Italy, Tuscany, Chianti, Chianti Rùfina","Italy","Tuscany","Chianti","Chianti Rùfina","Il Balzo","Il Balzo","Red","Sangiovese Blend","Sangiovese","Riserva","Unknown","1","750ml","Wine rack Left","","Systembolaget","2021-10-03","2021-10-03","12","EUR","","","","","","","","","2021","2031"
"1","0151874364","4110666","2019","Il Balzo Rosato Toscana IGT","Italy, Tuscany, Toscana IGT","Italy","Tuscany","Unknown","Toscana IGT","Il Balzo","Il Balzo","Rosé","Sangiovese Blend","Sangiovese","Rosato","Unknown","1","750ml","Wine rack Left","","Winery","2021-10-04","2021-10-04","8,5","EUR","","","","","","","","","",""
"1","0151874365","4110666","2019","Il Balzo Rosato Toscana IGT","Italy, Tuscany, Toscana IGT","Italy","Tuscany","Unknown","Toscana IGT","Il Balzo","Il Balzo","Rosé","Sangiovese Blend","Sangiovese","Rosato","Unknown","1","750ml","Wine rack Left","","Winery","2021-10-04","2021-10-04","8,5","EUR","","","","","","","","","",""
"1","0118045697","2458769","2013","Il Poggione (Proprietá Franceschi) Brunello di Montalcino","Italy, Tuscany, Montalcino, Brunello di Montalcino","Italy","Tuscany","Montalcino","Brunello di Montalcino","Il Poggione (Proprietá Franceschi)","Il Poggione (Proprietá Franceschi)","Red","Sangiovese","Sangiovese","Unknown","Unknown","1","750ml","Wine rack Right","","Italy","2019-09-06","2019-09-15","32","EUR","","Montalcino","","","","","","","2021","2033"
"1","0151846774","3124782","2016","Il Poggione (Proprietá Franceschi) Brunello di Montalcino","Italy, Tuscany, Montalcino, Brunello di Montalcino","Italy","Tuscany","Montalcino","Brunello di Montalcino","Il Poggione (Proprietá Franceschi)","Il Poggione (Proprietá Franceschi)","Red","Sangiovese","Sangiovese","Unknown","Unknown","1","750ml","Wine rack Right","","Italy","2021-10-03","2021-10-03","36,5","EUR","","","","","","","","","2024","2038"
"1","0116411142","2954966","2015","Jules Desjourneys Mâcon-Verzé","France, Burgundy, Mâconnais, Mâcon-Verzé","France","Burgundy","Mâconnais","Mâcon-Verzé","Jules Desjourneys","Jules Desjourneys","White","Chardonnay","Chardonnay","Unknown","Unknown","1","750ml","Wine rack Left","","Systembolaget","2018-11-01","2018-11-01","0","SEK","","","","","","","","","2020","2023"
"1","0133929095","3127441","2016","Jules Desjourneys Mâcon-Verzé","France, Burgundy, Mâconnais, Mâcon-Verzé","France","Burgundy","Mâconnais","Mâcon-Verzé","Jules Desjourneys","Jules Desjourneys","White","Chardonnay","Chardonnay","Unknown","Unknown","1","750ml","Wine rack Left","","Systembolaget","2020-09-17","2020-09-17","0","SEK","","","","","","","","","2020","2024"
"1","0133929096","3127441","2016","Jules Desjourneys Mâcon-Verzé","France, Burgundy, Mâconnais, Mâcon-Verzé","France","Burgundy","Mâconnais","Mâcon-Verzé","Jules Desjourneys","Jules Desjourneys","White","Chardonnay","Chardonnay","Unknown","Unknown","1","750ml","Wine rack Left","","Systembolaget","2020-09-17","2020-09-17","0","SEK","","","","","","","","","2020","2024"
"1","0169017227","3922696","2018","Jules Desjourneys Mâcon-Verzé","France, Burgundy, Mâconnais, Mâcon-Verzé","France","Burgundy","Mâconnais","Mâcon-Verzé","Jules Desjourneys","Jules Desjourneys","White","Chardonnay","Chardonnay","Unknown","Unknown","1","750ml","Wine rack Left","","Systembolaget","2022-11-10","2022-11-10","0","SEK","","","","","","","","","2022","2027"
"1","0169017226","3922696","2018","Jules Desjourneys Mâcon-Verzé","France, Burgundy, Mâconnais, Mâcon-Verzé","France","Burgundy","Mâconnais","Mâcon-Verzé","Jules Desjourneys","Jules Desjourneys","White","Chardonnay","Chardonnay","Unknown","Unknown","1","750ml","Wine rack Left","","Systembolaget","2022-11-10","2022-11-10","0","SEK","","","","","","","","","2022","2027"
"1","0116412170","2795259","2016","Julia Bertram Spätburgunder Ahrweiler","Germany, Ahr","Germany","Ahr","Unknown","Unknown","Julia Bertram","Julia Bertram","Red","Spätburgunder","Pinot Noir","Ahrweiler","Unknown","1","750ml","Wine rack Right","","Systembolaget","2019-08-05","2019-08-05","0","SEK","","","","","","","","","2019","2024"
"1","0169017948","3579254","2019","Weingut Keller Riesling Kabinett ""Limestone""","Germany, Rheinhessen","Germany","Rheinhessen","Unknown","Unknown","Weingut Keller","Keller, Weingut ","White","Riesling","Riesling","Kabinett ""Limestone""","Unknown","1","750ml","Wine rack Left","","Systembolaget","2022-11-10","2022-11-10","0","SEK","","","","","","","","","2022","2031"
"1","0169018053","4285428","2021","Hessische Staatsweingüter Kloster Eberbach Riesling Kabinett","Germany, Rheingau","Germany","Rheingau","Unknown","Unknown","Hessische Staatsweingüter Kloster Eberbach","Kloster Eberbach, Hessische Staatsweingüter ","White","Riesling","Riesling","Kabinett","Unknown","1","750ml","Wine rack Left","","Eckerölinjen","2022-11-10","2022-11-10","0","SEK","","","","","","","","","",""
"1","0169019312","3983906","2020","Kumeu River Chardonnay Estate","New Zealand, North Island, Auckland, Kumeu","New Zealand","North Island","Auckland","Kumeu","Kumeu River","Kumeu River","White","Chardonnay","Chardonnay","Estate","Unknown","1","750ml","Wine rack Left","","Systembolaget","2022-11-10","2022-11-10","0","SEK","","","","","","","","","2021","2028"
"1","0169017971","3778979","2019","Sybille Kuntz Riesling Kabinett trocken","Germany, Mosel Saar Ruwer","Germany","Mosel Saar Ruwer","Unknown","Unknown","Sybille Kuntz","Kuntz, Sybille ","White","Riesling","Riesling","Kabinett trocken","Unknown","1","750ml","Wine rack Left","","Systembolaget","2022-11-10","2022-11-10","0","SEK","","","","","","","","","2021","2031"
"1","0169017970","3778979","2019","Sybille Kuntz Riesling Kabinett trocken","Germany, Mosel Saar Ruwer","Germany","Mosel Saar Ruwer","Unknown","Unknown","Sybille Kuntz","Kuntz, Sybille ","White","Riesling","Riesling","Kabinett trocken","Unknown","1","750ml","Wine rack Left","","Systembolaget","2022-11-10","2022-11-10","0","SEK","","","","","","","","","2021","2031"
"1","0169573623","4474469","2020","Lammershoek Chenin Blanc Mysteries","South Africa, Coastal Region, Swartland","South Africa","Coastal Region","Swartland","Unknown","Lammershoek","Lammershoek","White","Chenin Blanc","Chenin Blanc","Mysteries","Unknown","1","750ml","Wine rack Left","R10C06","Systembolaget","2022-11-20","2022-11-20","0","SEK","","","","","","","","","",""
"1","0101474066","2913214","2016","Domaine Lignier-Michelot Bourgogne","France, Burgundy, Bourgogne","France","Burgundy","Unknown","Bourgogne","Domaine Lignier-Michelot","Lignier-Michelot, Domaine ","Red","Pinot Noir","Pinot Noir","Unknown","Unknown","1","750ml","Wine rack Right","","Systembolaget","2018-06-01","2018-06-01","239","SEK","","","","","","","","","2019","2023"
"1","0165620893","4300221","2011","Azienda Agricola Livernano Chianti Caselvento","Italy, Tuscany, Chianti","Italy","Tuscany","Chianti","Chianti","Azienda Agricola Livernano","Livernano, Azienda Agricola ","Red","Sangiovese","Sangiovese","Unknown","Caselvento","1","750ml","Wine rack Right","","Winery","2018-07-12","2018-07-12","0","SEK","","","","","","","","","",""
"1","0166128230","2908067","2016","François Lumpp Givry 1er Cru Crausot","France, Burgundy, Côte Chalonnaise, Givry 1er Cru","France","Burgundy","Côte Chalonnaise","Givry 1er Cru","François Lumpp","Lumpp, François ","Red","Pinot Noir","Pinot Noir","Unknown","Crausot","1","750ml","Wine rack Right","","Systembolaget","2022-08-29","2022-08-29","0","SEK","","","","","","","","","2020","2026"
"1","0121568860","3228308","2015","Massolino Barolo","Italy, Piedmont, Langhe, Barolo","Italy","Piedmont","Langhe","Barolo","Massolino","Massolino","Red","Nebbiolo","Nebbiolo","Unknown","Unknown","1","750ml","Wine rack Right","","Systembolaget","2019-10-18","2019-10-18","329","SEK","","Tillfälligt sortiment","","","","","","","2021","2031"
"1","0135578018","3556082","2016","Massolino Barolo","Italy, Piedmont, Langhe, Barolo","Italy","Piedmont","Langhe","Barolo","Massolino","Massolino","Red","Nebbiolo","Nebbiolo","Unknown","Unknown","1","750ml","Wine rack Right","","Systembolaget","2020-10-20","2020-10-20","339","SEK","","Tillfälligt sortiment","","","","","","","2023","2038"
"1","0135578019","3556082","2016","Massolino Barolo","Italy, Piedmont, Langhe, Barolo","Italy","Piedmont","Langhe","Barolo","Massolino","Massolino","Red","Nebbiolo","Nebbiolo","Unknown","Unknown","1","750ml","Wine rack Right","","Systembolaget","2020-10-20","2020-10-20","339","SEK","","Tillfälligt sortiment","","","","","","","2023","2038"
"1","0166833323","4057716","2018","Massolino Barolo","Italy, Piedmont, Langhe, Barolo","Italy","Piedmont","Langhe","Barolo","Massolino","Massolino","Red","Nebbiolo","Nebbiolo","Unknown","Unknown","1","750ml","Wine rack Right","","Systembolaget","2022-09-19","2022-09-19","0","SEK","","","","","","","","","2024","2034"
"1","0166128530","3768464","2019","McManis Family Vineyards Petite Sirah","USA, California, Central Valley, Lodi","USA","California","Central Valley","Lodi","McManis Family Vineyards","McManis Family Vineyards","Red","Petite Sirah","Petite Sirah","Unknown","Unknown","1","750ml","Wine rack Right","","Gift","2022-08-29","2022-08-29","0","SEK","","Födelsedagspresent från mamma och pappa","","","","","","","2021","2025"
"1","0166128946","2896776","2011","Bodegas Montecillo Rioja Gran Reserva","Spain, La Rioja, Rioja","Spain","La Rioja","Unknown","Rioja","Bodegas Montecillo","Montecillo, Bodegas ","Red","Tempranillo","Tempranillo","Gran Reserva","Unknown","1","750ml","Wine rack Right","","Eckerölinjen","2022-08-29","2022-08-29","165","SEK","","","","","","","","","2020","2025"
"1","0166128945","2896776","2011","Bodegas Montecillo Rioja Gran Reserva","Spain, La Rioja, Rioja","Spain","La Rioja","Unknown","Rioja","Bodegas Montecillo","Montecillo, Bodegas ","Red","Tempranillo","Tempranillo","Gran Reserva","Unknown","1","750ml","Wine rack Right","","Eckerölinjen","2022-08-29","2022-08-29","165","SEK","","","","","","","","","2020","2025"
"1","0166128944","2896776","2011","Bodegas Montecillo Rioja Gran Reserva","Spain, La Rioja, Rioja","Spain","La Rioja","Unknown","Rioja","Bodegas Montecillo","Montecillo, Bodegas ","Red","Tempranillo","Tempranillo","Gran Reserva","Unknown","1","750ml","Wine rack Right","","Eckerölinjen","2022-08-29","2022-08-29","165","SEK","","","","","","","","","2020","2025"
"1","0166128974","3071568","2012","Bodegas Montecillo Rioja Reserva","Spain, La Rioja, Rioja","Spain","La Rioja","Unknown","Rioja","Bodegas Montecillo","Montecillo, Bodegas ","Red","Tempranillo","Tempranillo","Reserva","Unknown","1","750ml","Wine rack Right","","Eckerölinjen","2022-08-29","2022-08-29","115","SEK","","","","","","","","","2020","2023"
"1","0168967805","3346755","2016","Château Montus Madiran","France, Southwest France, Madiran","France","Southwest France","Unknown","Madiran","Château Montus","Montus, Château ","Red","Tannat Blend","Tannat","Unknown","Unknown","1","750ml","Wine rack Right","","Eckerölinjen","2022-11-09","2022-11-09","0","SEK","","","","","","","","","2023","2032"
